id,entity_name,filing_count,is_active,industry_segment,market_position,product_summary,activity_signal
e3244ba0-de1e-56ab-8f36-bdffb4bdebf5,"CallTower, Inc.",1,True,UCaaS,Mid-Market,"CallTower, Inc. offers unified communications as a service (UCaaS) solutions, including VoIP services and collaboration tools.","Website active, recent press releases"
096a412d-beb5-5668-bd7c-aff5266de71e,"TDS Metrocom, LLC",1,True,Carrier,Mid-Market,"TDS Metrocom, LLC provides telecommunications services including VoIP and other IP-based services.","Website active, recent press releases"
d2515885-e814-507a-b99d-723d6b53a8be,"TDS Broadband Service, LLC",2,True,Carrier,Mid-Market,"TDS Broadband Service, LLC provides VoIP and IP-enabled services, focusing on broadband connectivity and telecommunications solutions.","Website active, recent press releases"
afa15055-8b56-5a2a-96a6-bc144e73b032,"Porting.com, LLC",2,True,Carrier,Mid-Market,"Porting.com, LLC specializes in VoIP and IPES numbering services, facilitating number porting and management for telecommunications providers.","Website active, recent press releases"
158ddda6-568a-5686-a187-8405e04551b5,"Verification Technologies, LLC",1,True,UCaaS,Mid-Market,"Verification Technologies, LLC specializes in providing VoIP and IP-enabled services, focusing on communication solutions for businesses.","Website active, recent press releases"
e7d1fb27-6b6d-5503-bae7-cc1cfa9e186d,"Bandwidth, Inc.",1,True,CPaaS,Enterprise,"Bandwidth, Inc. provides communication APIs and VoIP services, enabling businesses to integrate voice and messaging capabilities into their applications.","Website active, recent press releases"
1520c17c-b85d-54e4-b4d2-efe54da8dccc,"BHN IP Enabled Services, LLC",1,True,UCaaS,Mid-Market,"BHN IP Enabled Services, LLC offers VoIP and IP-enabled services, facilitating communication solutions for businesses.","Website active, recent press releases"
e16a1313-831d-57e0-bcf0-ff9fa1c72209,"TNS Transline, LLC",1,True,Carrier,Mid-Market,"TNS Transline, LLC provides VoIP and IPES services, facilitating communication solutions for various sectors.","Website active, recent press releases"
c9567695-c1dc-52c6-be60-258910089702,Union Telephone Company,2,True,Carrier,Mid-Market,"Union Telephone Company provides VoIP and related telecommunications services, as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
84ffab06-6b68-58e3-94af-384656673df6,"RGTN USA, Inc.",7,True,Carrier,Mid-Market,"RGTN USA, Inc. provides VoIP and IPES services, focusing on telecommunications solutions.","Website active, recent press releases"
2ba75506-5891-56e2-9a11-0b5f04911d39,"VoIP Stir PR LLC, George Von Kaltner, Allan Noorda",1,True,UCaaS,Mid-Market,"VoIP Stir PR LLC offers Voice over Internet Protocol (VoIP) services, focusing on providing communication solutions for businesses.","Website active, recent press releases"
103f4ab7-0e5a-5832-ba35-45b91a786e3a,"SimpleVoIP, LLC",2,True,UCaaS,SMB,"SimpleVoIP, LLC offers voice over IP services, enabling businesses to communicate effectively through internet-based telephony solutions.","Website active, recent press releases"
d10ed10e-5363-5f10-a7fb-2c9eee2b6033,VoipSv,1,False,Unknown,Unknown,"VoipSv filed for VoIP/IPES numbering authorization, indicating a focus on voice over IP services.","No web presence found, domain expired"
082809ff-6e5b-5e05-a55d-4f137c3692a0,"Consolidated Communications Enterprise Services, Inc.",3,True,Carrier,Enterprise,"Consolidated Communications Enterprise Services, Inc. provides VoIP and IPES services, focusing on communication solutions for businesses.","Website active, recent press releases"
960292f3-1dcc-54f2-bad6-0d0a8f2cacdb,"Vested Networks, LLC",3,True,Carrier,Mid-Market,"Vested Networks, LLC offers VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
ab7ee64e-8593-557c-b6c7-e5eee53a8e19,Voyce Telecom LLC,1,True,Carrier,Mid-Market,"Voyce Telecom LLC offers VoIP and IP-enabled services, focusing on providing telecommunications solutions.","Website active, recent press releases"
81fc2b0b-dfd3-5015-8fb0-a229b9f98411,"TWC IP Enabled Services, LLC",1,True,UCaaS,Mid-Market,"TWC IP Enabled Services, LLC offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
3dfc8397-4208-53db-9803-c917a3725c10,"Charter IP Enabled Services, LLC",1,True,Carrier,Enterprise,"Charter IP Enabled Services, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
ff2d7917-7a48-5a77-b716-365a84d3ce86,"3 Com, LLC.",2,True,UCaaS,Mid-Market,"3 Com, LLC offers Voice over Internet Protocol (VoIP) services and integrated communication solutions.","Website active, recent press releases"
0a716ac8-c9e2-5bc0-8685-27cca1ea8b69,"Voxology Carrier Services, Inc.",1,True,Carrier,Mid-Market,"Voxology Carrier Services, Inc. provides VoIP and IPES services, enabling voice communication over the internet.","Website active, recent press releases"
04b51716-36b6-529e-92fc-f6ced5689e5f,"First Communications, LLC",1,True,Carrier,Mid-Market,"First Communications, LLC offers VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
883be499-6026-5a3d-a838-d0a865d2848e,MCC Telephony LLC,1,True,Carrier,Mid-Market,"MCC Telephony LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
10ba4987-3418-51e0-8521-df5567f63ad6,"Intrado IP Communications, Inc.",3,True,Carrier,Enterprise,"Intrado IP Communications, Inc. provides VoIP and IP-enabled services, facilitating communication solutions for various sectors.","Website active, recent press releases"
d97e207f-0e1f-59f3-832e-6aef6a919ab6,"Bluetone Communications, LLC",2,True,Carrier,Mid-Market,"Bluetone Communications, LLC offers VoIP and IP Enhanced Services, focusing on providing telecommunications solutions.","Website active, recent press releases"
1c3d6678-7211-5b25-b79c-93cb6413f0a9,"IDT Domestic Telecom, inc.",3,True,Carrier,Mid-Market,"IDT Domestic Telecom, Inc. provides telecommunications services, including VoIP and IP-enabled services.","Website active, recent press releases"
56397324-35a3-5f1e-975b-026f12b14892,"Number Sentry, LLC",1,True,CPaaS,Mid-Market,"Number Sentry, LLC specializes in providing VoIP and IPES numbering solutions, facilitating communication services for businesses.","Website active, recent press releases"
88d7ee66-7150-543f-92fc-886c0342e3c3,Bare Telecom LLC,1,True,Carrier,Mid-Market,"Bare Telecom LLC offers VoIP and IPES services, focusing on providing telecommunications solutions.","Website active, recent press releases"
8fb1cf06-5c45-55ef-95fd-98e3fc58b156,"Appalachian Telecom, Inc., DBA ATI Broadband",2,True,Carrier,Mid-Market,"Appalachian Telecom, Inc. offers VoIP and IP-based telecommunications services, focusing on broadband connectivity solutions.","Website active, recent press releases"
c7008ebf-c0cd-5d74-9d70-3bd7bcf4799e,"XCast Labs, Inc.",2,True,CPaaS,Mid-Market,"XCast Labs, Inc. provides cloud-based communication services, focusing on VoIP and IP-enabled services.","Website active, recent press releases"
f40b56ea-9fe3-5464-8353-9f551b4bbe21,"PhoenixSoft, Inc.",3,True,UCaaS,Mid-Market,"PhoenixSoft, Inc. provides VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
161165a4-de07-5192-a770-45e0521e523e,"Global Net Communications, Inc.",1,True,Carrier,Mid-Market,"Global Net Communications, Inc. provides VoIP and IPES services, focusing on telecommunications solutions.","Website active, recent press releases"
152ad079-705a-5b7f-b72c-ca96485e3f19,"NobelBiz, Inc.",3,True,CCaaS,Mid-Market,"NobelBiz, Inc. provides cloud-based contact center solutions, specializing in VoIP services for call centers.","Website active, recent press releases"
c2a3cc3e-da54-5d70-b83b-c5d50bdf92e6,"Digital Network Access Communications, Inc.",1,True,Carrier,Mid-Market,"Digital Network Access Communications, Inc. provides VoIP and IPES services, facilitating communication solutions over the internet.","Website active, recent press releases"
21badf18-84f0-52e4-95da-d9c45bcae494,MobileSphere LLC,5,True,CPaaS,Mid-Market,"MobileSphere LLC offers VoIP and IP-based communication services, focusing on enabling businesses to utilize advanced telephony solutions.","Website active, recent press releases"
98680f30-bfe3-59f2-9abe-d1c9dc6c894f,CCI Network Services LLC,3,True,Carrier,Mid-Market,"CCI Network Services LLC provides VoIP and IPES services, facilitating voice communication over the internet.","Website active, recent press releases"
e4ab5c3f-180d-5f11-bea0-33feb2b5a98a,Google LLC,2,True,UCaaS,Enterprise,"Google LLC offers a range of communication services including VoIP solutions through its Google Voice platform, which allows users to make calls over the internet.","Website active, recent press releases"
f2ff3194-fce1-51f1-9b86-21dc37659d1c,"Terra Nova Telecom, Inc.",1,True,Carrier,Mid-Market,"Terra Nova Telecom, Inc. offers VoIP and IP Enhanced Services, focusing on providing telecommunications solutions.","Website active, recent press releases"
c4010a7e-0bc2-5fb8-aa15-e86cef398d5e,Opentact Inc,1,True,CPaaS,Mid-Market,"Opentact Inc offers communication services and solutions through VoIP and IP-enabled services, focusing on enabling businesses to integrate voice and messaging capabilities into their applications.","Website active, recent press releases"
dac8becb-b72d-5680-a2e4-4c8d2862c7bc,"TNC Communications, Inc.",3,True,Carrier,Mid-Market,"TNC Communications, Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
30fe3ba7-32f2-5d43-9669-0c5761ae1336,U.S. TelePacific Corp. d/b/a TPx Communications,1,True,Carrier,Mid-Market,"TPx Communications offers a range of telecommunications services including VoIP and managed services, catering to businesses of various sizes.","Website active, recent press releases"
4f430037-ad8b-50df-afa2-10188a8de876,"WOW! Internet, Cable and Phone",1,True,Carrier,Mid-Market,"WOW! Internet, Cable and Phone provides high-speed internet, cable television, and VoIP phone services to residential and business customers.","Website active, recent press releases"
5e67c269-dd51-5544-9ea7-29d8077dac79,"Advanced Communications, L.L.C.",2,True,Carrier,Mid-Market,"Advanced Communications, L.L.C. offers VoIP and IPES services, focusing on providing telecommunications solutions.","Website active, recent press releases"
bb910b93-0b98-5bec-852e-f660954a910a,"IPitomy Communications, LLC",2,True,UCaaS,Mid-Market,"IPitomy Communications, LLC offers VoIP solutions and unified communications services, focusing on enhancing business communication through cloud-based technologies.","Website active, recent press releases"
94f1f78d-f275-56b0-9eb1-33c0836c9b28,"Yodel Technologies, LLC",2,True,UCaaS,Mid-Market,"Yodel Technologies, LLC offers VoIP services and solutions for unified communications, focusing on enhancing business communication through innovative technology.","Website active, recent press releases"
9fa66b99-9ec6-53e3-9c19-c9d3a67d8102,ECG Inc,1,True,UCaaS,Mid-Market,"ECG Inc offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
de35a15f-da3d-507f-a8eb-54057e3e474b,"Convoso, Inc.",2,True,CCaaS,Mid-Market,"Convoso, Inc. offers cloud-based contact center solutions that enhance customer engagement and streamline communication processes.","Website active, recent press releases"
fcea857c-8b98-51d1-a018-63bc0c4e05e4,"Wiretap Telecom, LLC.",2,True,CPaaS,Mid-Market,"Wiretap Telecom, LLC. offers VoIP and IP-enabled services, focusing on communication solutions for businesses.","Website active, recent press releases"
3bbaf312-4ec6-5bfe-a22c-64b6c366b6b2,"Affiliated Technology Solutions, LLC.",3,True,UCaaS,Mid-Market,"Affiliated Technology Solutions, LLC. offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
57a4d507-77b8-595f-a031-6f7bb9fa6395,"Ewart Technologies, Inc",3,True,Consulting/Legal,Startup,"Ewart Technologies, Inc. provides consulting services related to VoIP and IPES numbering authorization.","Website active, recent press releases"
09470153-a8bc-5c9b-9a41-7cb7162d3308,"Perfect Pitch Technology, LLC",1,True,CPaaS,Mid-Market,"Perfect Pitch Technology, LLC offers communication solutions leveraging VoIP and IP-enabled services, as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
751870c0-d75b-5b82-885e-29892c47a1f2,"Mitel Cloud Services, Inc.",8,True,UCaaS,Enterprise,"Mitel Cloud Services, Inc. provides cloud-based communication solutions, including VoIP services, aimed at enhancing business collaboration and connectivity.","Website active, recent press releases"
fcad12ff-7ce2-5e0d-ab44-9975a3a2a353,"EON Telecom, Inc.",1,True,Carrier,Mid-Market,"EON Telecom, Inc. provides VoIP and IP-based telecommunication services, focusing on innovative communication solutions.","Website active, recent press releases"
8736ceaf-6eb3-5dc8-9b2e-f6ea5beead66,T3 Communications. Inc.,1,True,Carrier,Mid-Market,"T3 Communications, Inc. provides VoIP and IP Enhanced Services as indicated by their filing for numbering authorization with the FCC.","Website active, recent press releases"
2af0cf95-110d-5afc-b58b-d7c21d5ddda8,Terry Williamson; Kyle Williamson,1,False,Unknown,Unknown,Filing for VoIP/IPES numbering authorization suggests potential involvement in telecommunications services.,"No web presence found, domain expired"
16ce77b2-bf2b-5349-8ab2-c574f1d3574e,Voxtell LLC,3,True,Carrier,Mid-Market,"Voxtell LLC offers VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
872f4907-0ecf-5c68-88de-adfccc130494,"Cedar Wireless, Inc.",1,True,Carrier,Mid-Market,"Cedar Wireless, Inc. provides VoIP and IPES services, focusing on telecommunications solutions for various clients.","Website active, recent press releases"
e22a9eba-1598-59cf-8dbf-cba7969c84d5,"TelNet Worldwide, Inc.",1,True,Carrier,Mid-Market,"TelNet Worldwide, Inc. offers VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
d0036c2b-a5b1-5c2b-85b4-d17c489f4dbd,"ConnectMe, LLC.",4,True,UCaaS,Mid-Market,"ConnectMe, LLC. offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
0f908c2d-6219-5ebc-b324-4d24af351c20,"Midco Voice, LLC",2,True,UCaaS,Mid-Market,"Midco Voice, LLC offers VoIP services and solutions for communication needs, focusing on unified communications as a service.","Website active, recent press releases"
0927b352-3f86-5e51-848f-bc9a30a1f23d,"ECG, Inc. a Division of NG Telecom, Inc.",1,True,Carrier,Mid-Market,"ECG, Inc. provides VoIP and IP Enhanced Services, focusing on telecommunications solutions.","Website active, recent press releases"
bf5d49e3-188b-58cb-8009-0bc2ed28cc60,True IP Solutions,1,True,Carrier,Mid-Market,"True IP Solutions provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
826b45b4-4409-5e30-a3c3-c193da1d66cc,"Metro Fibernet, LLC",2,True,Carrier,Mid-Market,"Metro Fibernet, LLC provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
7c64d78a-b95b-50b8-b10d-548ef25673fe,"Zoom Voice Communications, Inc.",3,True,UCaaS,Enterprise,"Zoom Voice Communications, Inc. offers VoIP services as part of their unified communications platform, enabling businesses to manage voice communications effectively.","Website active, recent press releases"
f073c9b5-9c26-590c-a6e1-407b042d6b39,"commio, LLC",5,True,CPaaS,Mid-Market,"Commio, LLC offers VoIP and IP-enabled services, focusing on providing communication solutions through their platform.","Website active, recent press releases"
8fc5ca04-5c49-5a4b-84fe-754f3b95fba9,"Five9, Inc.",3,True,CCaaS,Enterprise,"Five9, Inc. offers cloud-based contact center solutions that enable businesses to manage customer interactions across multiple channels.","Website active, recent press releases"
61350cb5-66e5-5d8a-bfd7-ef3114033933,"ENA Services, LLC",2,True,Carrier,Enterprise,"ENA Services, LLC provides VoIP and IP-enabled services, facilitating communication solutions for various sectors.","Website active, recent press releases"
38961d15-e31c-5dc1-a920-52a0ad0b0f26,MASH Telecom Inc.,1,True,Carrier,Mid-Market,"MASH Telecom Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
9e4e6271-53d5-50e0-96fa-adda6cbe6f46,"IFN.COM, Inc.",1,True,Carrier,Mid-Market,"IFN.COM, Inc. provides VoIP and IP Enhanced Services, focusing on telecom solutions.","Website active, recent press releases"
26460a63-8011-54d7-b2d5-90440dc4ca1b,"WhiteSky Communications, LLC",2,True,Carrier,Mid-Market,"WhiteSky Communications, LLC provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization with the FCC.","Website active, recent press releases"
8760bb83-a445-5863-badb-980ca4ef1e85,"Phone.com, Inc.",1,True,CPaaS,SMB,"Phone.com, Inc. offers VoIP services and solutions for businesses, focusing on communication technology.","Website active, recent press releases"
8d05f925-b6b1-5640-9e19-15e6b9bd1d75,"WaveNation, LLC",2,True,UCaaS,Mid-Market,"WaveNation, LLC offers VoIP services and solutions aimed at enhancing communication for businesses.","Website active, recent press releases"
bd65deba-4545-5cfe-adf3-4f839ec925b2,IntelePeer Networks LLC,2,True,CPaaS,Mid-Market,"IntelePeer Networks LLC offers communication solutions that leverage VoIP technology for businesses, focusing on programmable voice and messaging services.","Website active, recent press releases"
6d4fd825-995e-51bd-a6b2-2642fe46ccb2,"LiveVox, Inc.",2,True,CCaaS,Enterprise,"LiveVox, Inc. offers cloud-based contact center solutions that integrate voice, email, and chat communications.","Website active, recent press releases"
030e3802-d71f-5ca3-8538-c3cf904bf63b,"PanTerra Networks, Inc.",1,True,UCaaS,Mid-Market,"PanTerra Networks, Inc. offers Unified Communications as a Service (UCaaS) solutions, focusing on integrated voice, video, and collaboration tools for businesses.","Website active, recent press releases"
5a70baf9-f370-53f6-9ce7-0e65569b324e,Tychron Corporation,1,True,UCaaS,Mid-Market,"Tychron Corporation offers VoIP and IP-enabled services, focusing on unified communications solutions.","Website active, recent press releases"
1ac5ecf9-bb93-5056-a582-8f405a2e507f,Low Latency Communications LLC,1,True,Carrier,Mid-Market,"Low Latency Communications LLC specializes in providing VoIP and IP-enabled services, focusing on low-latency communication solutions.","Website active, recent press releases"
dc3cebd9-c43e-5a05-a1e3-3bd126dfd295,"LP Telecom, LLC d/b/a Landing Point Telecom",1,True,Carrier,Mid-Market,"LP Telecom, LLC d/b/a Landing Point Telecom provides VoIP and IP-enabled services as indicated by their filing for VoIP/IPES numbering authorization.","Website active, recent press releases"
49d9f7b7-603b-562d-afa1-188661b63c07,"NUSO, LLC",1,True,UCaaS,Mid-Market,"NUSO, LLC offers cloud-based communication solutions, including VoIP services and unified communications.","Website active, recent press releases"
84788864-37b4-5316-ac20-d2335620f1a8,"Business Telecommunications Services, Inc.",3,True,Carrier,Mid-Market,"Business Telecommunications Services, Inc. offers VoIP and IP-enabled services, focusing on providing telecommunication solutions to businesses.","Website active, recent press releases"
6a0829cc-0fe7-5024-b0f1-ada1c6ba0408,"Benjamin R. Humphreys, Jr.; Comtel Managed Solutions, LLC",1,True,UCaaS,Mid-Market,"Comtel Managed Solutions, LLC provides VoIP and IP-based communication solutions, focusing on managed services for businesses.","Website active, recent press releases"
74cc3f92-99f6-5919-aa09-937029c33ed6,Carolina Digital Phone Inc,1,True,UCaaS,SMB,"Carolina Digital Phone Inc offers VoIP services and solutions, focusing on digital phone systems for businesses.","Website active, recent press releases"
66f8054d-f13b-59ba-b242-30d8682ae4d9,"Astro Telco, LLC",2,True,Carrier,Mid-Market,"Astro Telco, LLC offers VoIP and IPES services, facilitating voice communication over the internet.","Website active, recent press releases"
eb12f3ec-57dc-5ce9-b833-8ac8191bfa82,"SKYE TELECOM, LLC",1,True,Carrier,Mid-Market,"SKYE TELECOM, LLC offers VoIP and IPES services, focusing on providing telecommunication solutions.","Website active, recent press releases"
cc7c2290-040f-5b6a-a1a4-b0504e2aa9c7,"IP Networked Services, Inc.",1,True,Carrier,Mid-Market,"IP Networked Services, Inc. provides VoIP and IP Enhanced Services, focusing on telecommunications solutions.","Website active, recent press releases"
4fde72ec-a868-5611-94a2-45828f0ea700,"Leap Telecom, LLC",1,True,Carrier,Mid-Market,"Leap Telecom, LLC offers VoIP and IP Enhanced Services (IPES) as part of their telecommunications solutions.","Website active, recent press releases"
90ab7fed-0b89-58d9-b7cc-fd880fcd0d56,"Victory Telecom, Inc.",2,True,Carrier,Mid-Market,"Victory Telecom, Inc. provides VoIP and IP-based telecommunication services, focusing on innovative solutions for voice communication.","Website active, recent press releases"
41e7c39b-146c-570c-ae46-fc862adefdee,"Cunningham Communications, Inc.",1,True,Carrier,Mid-Market,"Cunningham Communications, Inc. provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
70ba01f9-6e18-5349-8651-d2235bc8cc22,Computer Telephony Innovations Inc dba Voxtelesys.com,3,True,CPaaS,Mid-Market,"Voxtelesys.com offers VoIP and IP-based communication services, focusing on providing innovative telephony solutions.","Website active, recent press releases"
ff4f15fb-0ed1-5e07-baaa-92322353f9de,Noble Systems Communications LLC,2,True,CCaaS,Enterprise,Noble Systems Communications LLC offers cloud-based contact center solutions and customer engagement services.,"Website active, recent press releases"
c244189a-77e4-5ec2-ac91-27bbd22ab305,"Star2Star Communications, LLC",3,True,UCaaS,Mid-Market,"Star2Star Communications offers unified communications as a service (UCaaS) solutions, including VoIP services, video conferencing, and collaboration tools.","Website active, recent press releases"
55f9c2ec-1772-5f21-9e2a-f12c1a94b39e,"Whisl Telecom, LLC",1,True,Carrier,Mid-Market,"Whisl Telecom, LLC offers VoIP and IPES services as part of their telecommunications solutions.","Website active, recent press releases"
53d8feb5-e51e-5101-88b3-6c64b1f48567,"200 Networks, LLC",1,True,Carrier,Mid-Market,"200 Networks, LLC provides VoIP and IP Enhanced Services, focusing on telecommunications solutions.","Website active, recent press releases"
a5f1db52-399f-54de-b992-16354ec52941,"UComTel, Inc.",1,True,Carrier,Mid-Market,"UComTel, Inc. offers VoIP and IPES services as part of their telecommunications solutions.","Website active, recent press releases"
eac52830-89f7-586c-92fa-84a0d4e3860d,"Telcentris, Inc.",1,True,UCaaS,Mid-Market,"Telcentris, Inc. offers VoIP and IP-based communication services, focusing on unified communications solutions.","Website active, recent press releases"
809d7b2f-39d4-525f-a023-4f69cba79b91,"Voyant Communications, LLC",1,True,Carrier,Mid-Market,"Voyant Communications, LLC provides VoIP and IP-enabled services, focusing on telecommunications solutions.","Website active, recent press releases"
01e1e853-799e-5e59-be72-e34e55450721,"Mitel Cloud Solutions, Inc.",1,True,UCaaS,Enterprise,"Mitel Cloud Solutions, Inc. offers cloud-based communication solutions, including voice over IP services and unified communications.","Website active, recent press releases"
81f9f7d4-a7ee-53cd-b2ad-d46057011723,"8X8, Inc.",7,True,UCaaS,Enterprise,"8X8, Inc. provides cloud-based communication solutions including voice, video, chat, and contact center services.","Website active, recent press releases"
9b4b0f0d-dd2e-55ea-8701-2f53c5e97c81,"Ooma, Inc.",1,True,UCaaS,SMB,"Ooma, Inc. offers VoIP services and communication solutions for businesses and consumers, focusing on voice over IP technology.","Website active, recent press releases"
b03b9b6b-5c12-51cb-a662-ccb257580d67,Piratel LLC,3,True,Carrier,Mid-Market,"Piratel LLC offers VoIP and IPES services, focusing on providing telecommunication solutions.","Website active, recent press releases"
